Variable,Description
MCDSEY2X,COV BY MEDICAID OR SCHIP IN SEP20 (ED)
MCDSEY3,COV BY MEDICAID OR SCHIP IN SEP21
MCDSEY3X,COV BY MEDICAID OR SCHIP IN SEP21 (ED)
MCDSEY4,COV BY MEDICAID OR SCHIP IN SEP22
MCDSEY4X,COV BY MEDICAID OR SCHIP IN SEP22 (ED)
MCRAPY1,COVERED BY MEDICARE IN APR19
MCRAPY1X,COVERED BY MEDICARE IN APR19 (ED)
MCRAPY2,COVERED BY MEDICARE IN APR20
MCRAPY2X,COVERED BY MEDICARE IN APR20 (ED)
MCRAPY3,COVERED BY MEDICARE IN APR21
MCRAPY3X,COVERED BY MEDICARE IN APR21 (ED)
MCRAPY4,COVERED BY MEDICARE IN APR22
MCRAPY4X,COVERED BY MEDICARE IN APR22 (ED)
MCRAUY1,COVERED BY MEDICARE IN AUG19
MCRAUY1X,COVERED BY MEDICARE IN AUG19 (ED)
MCRAUY2,COVERED BY MEDICARE IN AUG20
MCRAUY2X,COVERED BY MEDICARE IN AUG20 (ED)
MCRAUY3,COVERED BY MEDICARE IN AUG21
MCRAUY3X,COVERED BY MEDICARE IN AUG21 (ED)
MCRAUY4,COVERED BY MEDICARE IN AUG22
MCRAUY4X,COVERED BY MEDICARE IN AUG22 (ED)
MCRDEY1,COVERED BY MEDICARE IN DEC19
MCRDEY1X,COVERED BY MEDICARE IN DEC19 (ED)
MCRDEY2,COVERED BY MEDICARE IN DEC20
MCRDEY2X,COVERED BY MEDICARE IN DEC20 (ED)
MCRDEY3,COVERED BY MEDICARE IN DEC21
MCRDEY3X,COVERED BY MEDICARE IN DEC21 (ED)
MCRDEY4,COVERED BY MEDICARE IN DEC22
MCRDEY4X,COVERED BY MEDICARE IN DEC22 (ED)
MCREVY1,EVER HAVE MEDICARE DURING 2019 (ED)
MCREVY2,EVER HAVE MEDICARE DURING 2020 (ED)
MCREVY3,EVER HAVE MEDICARE DURING 2021 (ED)
MCREVY4,EVER HAVE MEDICARE DURING 2022 (ED)
MCRFEY1,COVERED BY MEDICARE IN FEB19
MCRFEY1X,COVERED BY MEDICARE IN FEB19 (ED)
MCRFEY2,COVERED BY MEDICARE IN FEB20
MCRFEY2X,COVERED BY MEDICARE IN FEB20 (ED)
MCRFEY3,COVERED BY MEDICARE IN FEB21
MCRFEY3X,COVERED BY MEDICARE IN FEB21 (ED)
MCRFEY4,COVERED BY MEDICARE IN FEB22
MCRFEY4X,COVERED BY MEDICARE IN FEB22 (ED)
MCRJAY1,COVERED BY MEDICARE IN JAN19
MCRJAY1X,COVERED BY MEDICARE IN JAN19 (ED)
MCRJAY2,COVERED BY MEDICARE IN JAN20
MCRJAY2X,COVERED BY MEDICARE IN JAN20 (ED)
MCRJAY3,COVERED BY MEDICARE IN JAN21
MCRJAY3X,COVERED BY MEDICARE IN JAN21 (ED)
MCRJAY4,COVERED BY MEDICARE IN JAN22
MCRJAY4X,COVERED BY MEDICARE IN JAN22 (ED)
MCRJLY1,COVERED BY MEDICARE IN JUL19
MCRJLY1X,COVERED BY MEDICARE IN JUL19 (ED)
MCRJLY2,COVERED BY MEDICARE IN JUL20
MCRJLY2X,COVERED BY MEDICARE IN JUL20 (ED)
MCRJLY3,COVERED BY MEDICARE IN JUL21
MCRJLY3X,COVERED BY MEDICARE IN JUL21 (ED)
MCRJLY4,COVERED BY MEDICARE IN JUL22
MCRJLY4X,COVERED BY MEDICARE IN JUL22 (ED)
MCRJUY1,COVERED BY MEDICARE IN JUN19
MCRJUY1X,COVERED BY MEDICARE IN JUN19 (ED)
MCRJUY2,COVERED BY MEDICARE IN JUN20
MCRJUY2X,COVERED BY MEDICARE IN JUN20 (ED)
MCRJUY3,COVERED BY MEDICARE IN JUN21
MCRJUY3X,COVERED BY MEDICARE IN JUN21 (ED)
MCRJUY4,COVERED BY MEDICARE IN JUN22
MCRJUY4X,COVERED BY MEDICARE IN JUN22 (ED)
MCRMAY1,COVERED BY MEDICARE IN MAR19
MCRMAY1X,COVERED BY MEDICARE IN MAR19 (ED)
MCRMAY2,COVERED BY MEDICARE IN MAR20
MCRMAY2X,COVERED BY MEDICARE IN MAR20 (ED)
MCRMAY3,COVERED BY MEDICARE IN MAR21
MCRMAY3X,COVERED BY MEDICARE IN MAR21 (ED)
MCRMAY4,COVERED BY MEDICARE IN MAR22
MCRMAY4X,COVERED BY MEDICARE IN MAR22 (ED)
MCRMYY1,COVERED BY MEDICARE IN MAY19
MCRMYY1X,COVERED BY MEDICARE IN MAY19 (ED)
MCRMYY2,COVERED BY MEDICARE IN MAY20
MCRMYY2X,COVERED BY MEDICARE IN MAY20 (ED)
MCRMYY3,COVERED BY MEDICARE IN MAY21
MCRMYY3X,COVERED BY MEDICARE IN MAY21 (ED)
MCRMYY4,COVERED BY MEDICARE IN MAY22
MCRMYY4X,COVERED BY MEDICARE IN MAY22 (ED)
MCRNOY1,COVERED BY MEDICARE IN NOV19
MCRNOY1X,COVERED BY MEDICARE IN NOV19 (ED)
MCRNOY2,COVERED BY MEDICARE IN NOV20
MCRNOY2X,COVERED BY MEDICARE IN NOV20 (ED)
MCRNOY3,COVERED BY MEDICARE IN NOV21
MCRNOY3X,COVERED BY MEDICARE IN NOV21 (ED)
MCRNOY4,COVERED BY MEDICARE IN NOV22
MCRNOY4X,COVERED BY MEDICARE IN NOV22 (ED)
MCROCY1,COVERED BY MEDICARE IN OCT19
MCROCY1X,COVERED BY MEDICARE IN OCT19 (ED)
MCROCY2,COVERED BY MEDICARE IN OCT20
MCROCY2X,COVERED BY MEDICARE IN OCT20 (ED)
MCROCY3,COVERED BY MEDICARE IN OCT21
MCROCY3X,COVERED BY MEDICARE IN OCT21 (ED)
MCROCY4,COVERED BY MEDICARE IN OCT22
MCROCY4X,COVERED BY MEDICARE IN OCT22 (ED)
MCRPB1,COV BY MEDICARE PART B - R1
MCRPB2,COV BY MEDICARE PART B - R2
MCRPB3,COV BY MEDICARE PART B - R3
MCRPB4,COV BY MEDICARE PART B - R4
MCRPB5,COV BY MEDICARE PART B - R5
MCRPB6,COV BY MEDICARE PART B - R6
MCRPBY1,COV BY MEDICARE PART B - 12/31/19
MCRPBY2,COV BY MEDICARE PART B - 12/31/20
MCRPBY3,COV BY MEDICARE PART B - 12/31/21
MCRPD1,COV BY MEDICARE PMED BENEFIT - R1
MCRPD1X,COV BY MEDICARE PMED BENEFIT - R1 (ED)
MCRPD2,COV BY MEDICARE PMED BENEFIT - R2
MCRPD2X,COV BY MEDICARE PMED BENEFIT - R2 (ED)
MCRPD3,COV BY MEDICARE PMED BENEFIT - R3
MCRPD3X,COV BY MEDICARE PMED BENEFIT - R3 (ED)
MCRPD4,COV BY MEDICARE PMED BENEFIT - R4
MCRPD4X,COV BY MEDICARE PMED BENEFIT - R4 (ED)
MCRPD5,COV BY MEDICARE PMED BENEFIT - R5
MCRPD5X,COV BY MEDICARE PMED BENEFIT - R5 (ED)
MCRPD6,COV BY MEDICARE PMED BENEFIT - R6
MCRPD6X,COV BY MEDICARE PMED BENEFIT - R6 (ED)
MCRPD7,COV BY MEDICARE PMED BENEFIT - R7
MCRPD7X,COV BY MEDICARE PMED BENEFIT - R7 (ED)
MCRPD8,COV BY MEDICARE PMED BENEFIT - R8
MCRPD8X,COV BY MEDICARE PMED BENEFIT - R8 (ED)
MCRPDY1,COV BY MEDICARE PMED BENEFIT - 12/31/19
MCRPDY1X,COV BY MCARE PMED BENEFIT-12/31/19 (ED)
MCRPDY2,COV BY MEDICARE PMED BENEFIT - 12/31/20
MCRPDY2X,COV BY MCARE PMED BENEFIT-12/31/20 (ED)
MCRPDY3,COV BY MEDICARE PMED BENEFIT - 12/31/21
MCRPDY3X,COV BY MCARE PMED BENEFIT-12/31/21 (ED)
MCRPDY4,COV BY MEDICARE PMED BENEFIT - 12/31/22
MCRPDY4X,COV BY MCARE PMED BENEFIT-12/31/22 (ED)
MCRPHDY4,COV BY MEDICARE MNGED CARE DNTL BENEFIT -12/31/22
MCRPHO1,COV BY MEDICARE MANAGED CARE/MEDICARE ADVANTAGE - R1
MCRPHO2,COV BY MEDICARE MANAGED CARE/MEDICARE ADVANTAGE - R2
MCRPHO3,COV BY MEDICARE MANAGED CARE/MEDICARE ADVANTAGE - R3
MCRPHO4,COV BY MEDICARE MANAGED CARE/MEDICARE ADVANTAGE - R4
MCRPHO5,COV BY MEDICARE MANAGED CARE/MEDICARE ADVANTAGE - R5
MCRPHO6,COV BY MEDICARE MANAGED CARE/MEDICARE ADVANTAGE - R6
MCRPHO7,COV BY MEDICARE MANAGED CARE/MEDICARE ADVANTAGE - R7
MCRPHO8,COV BY MEDICARE MANAGED CARE/MEDICARE ADVANTAGE - R8
MCRPHOY1,COV BY MEDICARE MANAGED CARE/MEDICARE
,ADVANTAGE - 12/31/19
MCRPHOY2,COV BY MEDICARE MANAGED CARE/MEDICARE
,ADVANTAGE - 12/31/20
MCRPHOY3,COV BY MEDICARE MANAGED CARE/MEDICARE
,ADVANTAGE - 12/31/21
MCRPHOY4,COV BY MEDICARE MANAGED CARE/MEDICARE
,ADVANTAGE - 12/31/22
MCRSEY1,COVERED BY MEDICARE IN SEP19
MCRSEY1X,COVERED BY MEDICARE IN SEP19 (ED)
MCRSEY2,COVERED BY MEDICARE IN SEP20
MCRSEY2X,COVERED BY MEDICARE IN SEP20 (ED)
MCRSEY3,COVERED BY MEDICARE IN SEP21
MCRSEY3X,COVERED BY MEDICARE IN SEP21 (ED)
MCRSEY4,COVERED BY MEDICARE IN SEP22
MCRSEY4X,COVERED BY MEDICARE IN SEP22 (ED)
MESHGT4,DOCTOR EVER MEASURED HEIGHT (0-17)-R4
MESHGT8,DOCTOR EVER MEASURED HEIGHT (0-17)-R8
MESVIS4,DOCTOR CHECKED CHILD'S VISION (3-6)-R4
MESVIS8,DOCTOR CHECKED CHILD'S VISION (3-6)-R8
MESWGT4,DOCTOR EVER MEASURED WEIGHT (0-17)-R4
MESWGT8,DOCTOR EVER MEASURED WEIGHT (0-17)-R8
MIAGY1,AGE OF DIAGNOSIS-HEART ATTACK(MI) 19
MIAGY2,AGE OF DIAGNOSIS-HEART ATTACK(MI) 20
MIAGY3,AGE OF DIAGNOSIS-HEART ATTACK(MI) 21
MIAGY4,AGE OF DIAGNOSIS-HEART ATTACK(MI) 22
MIDXY1,HEART ATTACK (MI) DIAG (>17) 19
MIDXY2,HEART ATTACK (MI) DIAG (>17) 20
MIDXY3,HEART ATTACK (MI) DIAG (>17) 21
MIDXY4,HEART ATTACK (MI) DIAG (>17) 22
MILDIF1,DIFFICULTY WALKING A MILE R1
MILDIF3,DIFFICULTY WALKING A MILE R3
MILDIF5,DIFFICULTY WALKING A MILE R5
MILDIF7,DIFFICULTY WALKING A MILE R7
MILITARY,ACTIVE DUTY MILITARY DURING 2019-22
MNHLTH1,PERCEIVED MENTAL HEALTH STATUS R1
MNHLTH2,PERCEIVED MENTAL HEALTH STATUS R2
MNHLTH3,PERCEIVED MENTAL HEALTH STATUS R3
MNHLTH4,PERCEIVED MENTAL HEALTH STATUS R4
MNHLTH5,PERCEIVED MENTAL HEALTH STATUS R5
MNHLTH6,PERCEIVED MENTAL HEALTH STATUS R6
MNHLTH7,PERCEIVED MENTAL HEALTH STATUS R7
MNHLTH8,PERCEIVED MENTAL HEALTH STATUS R8
MNHLTH9,PERCEIVED MENTAL HEALTH STATUS R9
MOMPRO2,PROBLEM GETTING ALONG W/MOM (5-17)-R2
MOMPRO6,PROBLEM GETTING ALONG W/MOM (5-17)-R6
MOPID1X,PID OF PERSON'S MOM R1
MOPID2X,PID OF PERSON'S MOM R2
MOPID3X,PID OF PERSON'S MOM R3
MOPID4X,PID OF PERSON'S MOM R4
MOPID5X,PID OF PERSON'S MOM R5
MOPID6X,PID OF PERSON'S MOM R6
MOPID7X,PID OF PERSON'S MOM R7
MOPID8X,PID OF PERSON'S MOM R8
MOPID9X,PID OF PERSON'S MOM R9
MORE1,R1 CMJ FIRM HAS MORE THAN 1 LOCATION
MORE1H,R1 CMJ FIRM MORE THAN 1 LOCATION (IMP)
MORE2,R2 CMJ FIRM HAS MORE THAN 1 LOCATION
MORE2H,R2 CMJ FIRM MORE THAN 1 LOCATION (IMP)
MORE3,R3 CMJ FIRM HAS MORE THAN 1 LOCATION
MORE3H,R3 CMJ FIRM MORE THAN 1 LOCATION (IMP)
MORE4,R4 CMJ FIRM HAS MORE THAN 1 LOCATION
MORE4H,R4 CMJ FIRM MORE THAN 1 LOCATION (IMP)
MORE5,R5 CMJ FIRM HAS MORE THAN 1 LOCATION
MORE5H,R5 CMJ FIRM MORE THAN 1 LOCATION (IMP)
MORE6,R6 CMJ FIRM HAS MORE THAN 1 LOCATION
MORE6H,R6 CMJ FIRM MORE THAN 1 LOCATION (IMP)
MORE7,R7 CMJ FIRM HAS MORE THAN 1 LOCATION
MORE7H,R7 CMJ FIRM MORE THAN 1 LOCATION (IMP)
MORE8,R8 CMJ FIRM HAS MORE THAN 1 LOCATION
MORE8H,R8 CMJ FIRM MORE THAN 1 LOCATION (IMP)
MORE9,R9 CMJ FIRM HAS MORE THAN 1 LOCATION
MORE9H,R9 CMJ FIRM MORE THAN 1 LOCATION (IMP)
MORECOVR,COV BY MOR COMPR PL PREV 2 YR-PN 24 ONLY
MORJOB1,HAS MORE THAN ONE JOB R1 INT DATE
MORJOB2,HAS MORE THAN ONE JOB R2 INT DATE
MORJOB3,HAS MORE THAN ONE JOB R3 INT DATE
MORJOB4,HAS MORE THAN ONE JOB R4 INT DATE
MORJOB5,HAS MORE THAN ONE JOB R5 INT DATE
MORJOB6,HAS MORE THAN ONE JOB R6 INT DATE
MORJOB7,HAS MORE THAN ONE JOB R7 INT DATE
MORJOB8,HAS MORE THAN ONE JOB R8 INT DATE
MORJOB9,HAS MORE THAN ONE JOB R9 INT DATE
NATAMP2,IS PROVIDER NATIVE AMERICAN-R2
NATAMP4,IS PROVIDER NATIVE AMERICAN-R4
NATAMP6,IS PROVIDER NATIVE AMERICAN-R6
NATAMP8,IS PROVIDER NATIVE AMERICAN-R8
NERVAF2,PRBLM FEELING NERVOUS/AFRAID (5-17)-R2
NERVAF6,PRBLM FEELING NERVOUS/AFRAID (5-17)-R6
NHRWG2,UPDATED HRLY WAGE R2 CMJ (EDITED)
NHRWG3,UPDATED HRLY WAGE R3 CMJ (EDITED)
NHRWG4,UPDATED HRLY WAGE R4 CMJ (EDITED)
NHRWG5,UPDATED HRLY WAGE R5 CMJ (EDITED)
NHRWG6,UPDATED HRLY WAGE R6 CMJ (EDITED)
NHRWG7,UPDATED HRLY WAGE R7 CMJ (EDITED)
NHRWG8,UPDATED HRLY WAGE R8 CMJ (EDITED)
NHRWG9,UPDATED HRLY WAGE R9 CMJ (EDITED)
NMEMP1H,NUMBER OF EMPLOYEES AT R1 CMJ (IMP)
NMEMP2H,NUMBER OF EMPLOYEES AT R2 CMJ (IMP)
NMEMP3H,NUMBER OF EMPLOYEES AT R3 CMJ (IMP)
NMEMP4H,NUMBER OF EMPLOYEES AT R4 CMJ (IMP)
NMEMP5H,NUMBER OF EMPLOYEES AT R5 CMJ (IMP)
NMEMP6H,NUMBER OF EMPLOYEES AT R6 CMJ (IMP)
NMEMP7H,NUMBER OF EMPLOYEES AT R7 CMJ (IMP)
NMEMP8H,NUMBER OF EMPLOYEES AT R8 CMJ (IMP)
NMEMP9H,NUMBER OF EMPLOYEES AT R9 CMJ (IMP)
NOSMOK4,DR ADVISE SMKG IN HOME IS BAD(0-17)-R4
NOSMOK8,DR ADVISE SMKG IN HOME IS BAD(0-17)-R8
NUMEMP1,NUMBER OF EMPLOYEES AT R1 CMJ
NUMEMP2,NUMBER OF EMPLOYEES AT R2 CMJ
NUMEMP3,NUMBER OF EMPLOYEES AT R3 CMJ
NUMEMP4,NUMBER OF EMPLOYEES AT R4 CMJ
NUMEMP5,NUMBER OF EMPLOYEES AT R5 CMJ
NUMEMP6,NUMBER OF EMPLOYEES AT R6 CMJ
NUMEMP7,NUMBER OF EMPLOYEES AT R7 CMJ
NUMEMP8,NUMBER OF EMPLOYEES AT R8 CMJ
NUMEMP9,NUMBER OF EMPLOYEES AT R9 CMJ
NWK1,REASON NOT WORKING DURING R1
NWK2,REASON NOT WORKING DURING R2
NWK3,REASON NOT WORKING DURING R3
NWK4,REASON NOT WORKING DURING R4
NWK5,REASON NOT WORKING DURING R5
NWK6,REASON NOT WORKING DURING R6
NWK7,REASON NOT WORKING DURING R7
NWK8,REASON NOT WORKING DURING R8
NWK9,REASON NOT WORKING DURING R9
OBDEXPY1,TOTAL OFF-BASED DR EXP 19
OBDEXPY2,TOTAL OFF-BASED DR EXP 20
OBDEXPY3,TOTAL OFF-BASED DR EXP 21
OBDEXPY4,TOTAL OFF-BASED DR EXP 22
OBDMCDY1,DR OFFICE VISITS -MEDICAID AMT 19
OBDMCDY2,DR OFFICE VISITS -MEDICAID AMT 20
OBDMCDY3,DR OFFICE VISITS -MEDICAID AMT 21
OBDMCDY4,DR OFFICE VISITS -MEDICAID AMT 22
OBDMCRY1,DR OFFICE VISITS -MEDICARE AMT 19
OBDMCRY2,DR OFFICE VISITS -MEDICARE AMT 20
OBDMCRY3,DR OFFICE VISITS -MEDICARE AMT 21
OBDMCRY4,DR OFFICE VISITS -MEDICARE AMT 22
OBDOFDY1,DR OFFICE VISITS -OTHER FEDERAL AMT 19
OBDOFDY2,DR OFFICE VISITS -OTHER FEDERAL AMT 20
OBDOFDY3,DR OFFICE VISITS -OTHER FEDERAL AMT 21
OBDOFDY4,DR OFFICE VISITS -OTHER FEDERAL AMT 22
OBDOSRY1,DR OFF VSTS - OTH UNCLASS SRCE AMT 19
OBDOSRY2,DR OFF VSTS - OTH UNCLASS SRCE AMT 20
OBDOSRY3,DR OFF VSTS - OTH UNCLASS SRCE AMT 21
OBDOSRY4,DR OFF VSTS - OTH UNCLASS SRCE AMT 22
OBDOTHY1,DR OFFICE VISITS -OTH COMBINED AMT 19
OBDOTHY2,DR OFFICE VISITS -OTH COMBINED AMT 20
OBDOTHY3,DR OFFICE VISITS -OTH COMBINED AMT 21
OBDOTHY4,DR OFFICE VISITS -OTH COMBINED AMT 22
OBDPRVY1,DR OFFICE VISITS -PRIVATE INS AMT 19
OBDPRVY2,DR OFFICE VISITS -PRIVATE INS AMT 20
OBDPRVY3,DR OFFICE VISITS -PRIVATE INS AMT 21
OBDPRVY4,DR OFFICE VISITS -PRIVATE INS AMT 22
OBDPTRY1,DR OFFICE VISITS -PRV & TRI AMT 19
OBDPTRY2,DR OFFICE VISITS -PRV & TRI AMT 20
OBDPTRY3,DR OFFICE VISITS -PRV & TRI AMT 21
OBDPTRY4,DR OFFICE VISITS -PRV & TRI AMT 22
OBDRVY1,# OFFICE-BASED PHYSICIAN VISITS 19
OBDRVY2,# OFFICE-BASED PHYSICIAN VISITS 20
OBDRVY3,# OFFICE-BASED PHYSICIAN VISITS 21
OBDRVY4,# OFFICE-BASED PHYSICIAN VISITS 22
OBDSLFY1,DR OFFICE VISITS -SELF/FAMILY AMT 19
OBDSLFY2,DR OFFICE VISITS -SELF/FAMILY AMT 20
OBDSLFY3,DR OFFICE VISITS -SELF/FAMILY AMT 21
OBDSLFY4,DR OFFICE VISITS -SELF/FAMILY AMT 22
OBDSTLY1,DR OFFICE VISITS -OTH ST/LOCAL AMT 19
OBDSTLY2,DR OFFICE VISITS -OTH ST/LOCAL AMT 20
OBDSTLY3,DR OFFICE VISITS -OTH ST/LOCAL AMT 21
OBDSTLY4,DR OFFICE VISITS -OTH ST/LOCAL AMT 22
OBDTCHY1,OFFICE-BASED PHYSICIAN VISIT CHARGES 19
OBDTCHY2,OFFICE-BASED PHYSICIAN VISIT CHARGES 20
OBDTCHY3,OFFICE-BASED PHYSICIAN VISIT CHARGES 21
OBDTCHY4,OFFICE-BASED PHYSICIAN VISIT CHARGES 22
OBDTRIY1,DR OFFICE VISITS -TRICARE AMT 19
OBDTRIY2,DR OFFICE VISITS -TRICARE AMT 20
OBDTRIY3,DR OFFICE VISITS -TRICARE AMT 21
OBDTRIY4,DR OFFICE VISITS -TRICARE AMT 22
OBDVAY1,DR OFFICE VISITS -VA/CHAMPVA AMT 19
OBDVAY2,DR OFFICE VISITS -VA/CHAMPVA AMT 20
OBDVAY3,DR OFFICE VISITS -VA/CHAMPVA AMT 21
OBDVAY4,DR OFFICE VISITS -VA/CHAMPVA AMT 22
OBDWCPY1,DR OFFICE VISITS -WORKERS COMP AMT 19
OBDWCPY2,DR OFFICE VISITS -WORKERS COMP AMT 20
OBDWCPY3,DR OFFICE VISITS -WORKERS COMP AMT 21
OBDWCPY4,DR OFFICE VISITS -WORKERS COMP AMT 22
OBTOTVY1,# OFFICE-BASED PROVIDER VISITS 19
OBTOTVY2,# OFFICE-BASED PROVIDER VISITS 20
OBTOTVY3,# OFFICE-BASED PROVIDER VISITS 21
OBTOTVY4,# OFFICE-BASED PROVIDER VISITS 22
OBVEXPY1,TOTAL OFFICE-BASED EXP 19
OBVEXPY2,TOTAL OFFICE-BASED EXP 20
OBVEXPY3,TOTAL OFFICE-BASED EXP 21
OBVEXPY4,TOTAL OFFICE-BASED EXP 22
OBVMCDY1,ALL OFFICE VISITS -MEDICAID AMT 19
OBVMCDY2,ALL OFFICE VISITS -MEDICAID AMT 20
OBVMCDY3,ALL OFFICE VISITS -MEDICAID AMT 21
OBVMCDY4,ALL OFFICE VISITS -MEDICAID AMT 22
OBVMCRY1,ALL OFFICE VISITS -MEDICARE AMT 19
OBVMCRY2,ALL OFFICE VISITS -MEDICARE AMT 20
OBVMCRY3,ALL OFFICE VISITS -MEDICARE AMT 21
OBVMCRY4,ALL OFFICE VISITS -MEDICARE AMT 22
OBVOFDY1,ALL OFFICE VISITS-OTHER FEDERAL AMT 19
OBVOFDY2,ALL OFFICE VISITS-OTHER FEDERAL AMT 20
OBVOFDY3,ALL OFFICE VISITS-OTHER FEDERAL AMT 21
OBVOFDY4,ALL OFFICE VISITS-OTHER FEDERAL AMT 22
OBVOSRY1,ALL OFF VSTS - OTH UNCLASS SRCE AMT 19
OBVOSRY2,ALL OFF VSTS - OTH UNCLASS SRCE AMT 20
OBVOSRY3,ALL OFF VSTS - OTH UNCLASS SRCE AMT 21
OBVOSRY4,ALL OFF VSTS - OTH UNCLASS SRCE AMT 22
OBVOTHY1,ALL OFFICE VISITS -OTH COMBINED AMT 19
OBVOTHY2,ALL OFFICE VISITS -OTH COMBINED AMT 20
OBVOTHY3,ALL OFFICE VISITS -OTH COMBINED AMT 21
OBVOTHY4,ALL OFFICE VISITS -OTH COMBINED AMT 22
OBVPRVY1,ALL OFFICE VISITS -PRIVATE INS AMT 19
OBVPRVY2,ALL OFFICE VISITS -PRIVATE INS AMT 20
OBVPRVY3,ALL OFFICE VISITS -PRIVATE INS AMT 21
OBVPRVY4,ALL OFFICE VISITS -PRIVATE INS AMT 22
OBVPTRY1,ALL OFFICE VISITS -PRV & TRI AMT 19
OBVPTRY2,ALL OFFICE VISITS -PRV & TRI AMT 20
OBVPTRY3,ALL OFFICE VISITS -PRV & TRI AMT 21
OBVPTRY4,ALL OFFICE VISITS -PRV & TRI AMT 22
OBVSLFY1,ALL OFFICE VISITS -SELF/FAMILY AMT 19
OBVSLFY2,ALL OFFICE VISITS -SELF/FAMILY AMT 20
OBVSLFY3,ALL OFFICE VISITS -SELF/FAMILY AMT 21
OBVSLFY4,ALL OFFICE VISITS -SELF/FAMILY AMT 22
OBVSTLY1,ALL OFFICE VISITS-OTH ST/LOCAL AMT 19
OBVSTLY2,ALL OFFICE VISITS-OTH ST/LOCAL AMT 20
OBVSTLY3,ALL OFFICE VISITS-OTH ST/LOCAL AMT 21
OBVSTLY4,ALL OFFICE VISITS-OTH ST/LOCAL AMT 22
OBVTCHY1,OFFICE-BASED PROVIDER VISIT CHARGES 19
OBVTCHY2,OFFICE-BASED PROVIDER VISIT CHARGES 20
OBVTCHY3,OFFICE-BASED PROVIDER VISIT CHARGES 21
OBVTCHY4,OFFICE-BASED PROVIDER VISIT CHARGES 22
OBVTRIY1,ALL OFFICE VISITS-TRICARE AMT 19
OBVTRIY2,ALL OFFICE VISITS-TRICARE AMT 20
OBVTRIY3,ALL OFFICE VISITS-TRICARE AMT 21
OBVTRIY4,ALL OFFICE VISITS-TRICARE AMT 22
OBVVAY1,ALL OFFICE VISITS-VA/CHAMPVA AMT 19
OBVVAY2,ALL OFFICE VISITS-VA/CHAMPVA AMT 20
OBVVAY3,ALL OFFICE VISITS-VA/CHAMPVA AMT 21
OBVVAY4,ALL OFFICE VISITS-VA/CHAMPVA AMT 22
OBVWCPY1,ALL OFFICE VISITS -WORKERS COMP AMT 19
OBVWCPY2,ALL OFFICE VISITS -WORKERS COMP AMT 20
OBVWCPY3,ALL OFFICE VISITS -WORKERS COMP AMT 21
OBVWCPY4,ALL OFFICE VISITS -WORKERS COMP AMT 22
OCCCAT1,OCCUPATION GROUP R1 CMJ
OCCCAT2,OCCUPATION GROUP R2 CMJ
OCCCAT3,OCCUPATION GROUP R3 CMJ
OCCCAT4,OCCUPATION GROUP R4 CMJ
OCCCAT5,OCCUPATION GROUP R5 CMJ
OCCCAT6,OCCUPATION GROUP R6 CMJ
OCCCAT7,OCCUPATION GROUP R7 CMJ
OCCCAT8,OCCUPATION GROUP R8 CMJ
OCCCAT9,OCCUPATION GROUP R9 CMJ
OCCCT1H,OCCUPATION GROUP R1 CMJ (IMP)
OCCCT2H,OCCUPATION GROUP R2 CMJ (IMP)
OCCCT3H,OCCUPATION GROUP R3 CMJ (IMP)
OCCCT4H,OCCUPATION GROUP R4 CMJ (IMP)
OCCCT5H,OCCUPATION GROUP R5 CMJ (IMP)
OCCCT6H,OCCUPATION GROUP R6 CMJ (IMP)
OCCCT7H,OCCUPATION GROUP R7 CMJ (IMP)
OCCCT8H,OCCUPATION GROUP R8 CMJ (IMP)
OCCCT9H,OCCUPATION GROUP R9 CMJ (IMP)
OFEMP1H,EMP OFFERS HEALTH INS R1 CMJ (IMP)
OFEMP2H,EMP OFFERS HEALTH INS R2 CMJ (IMP)
OFEMP3H,EMP OFFERS HEALTH INS R3 CMJ (IMP)
OFEMP4H,EMP OFFERS HEALTH INS R4 CMJ (IMP)
OFEMP5H,EMP OFFERS HEALTH INS R5 CMJ (IMP)
OFEMP6H,EMP OFFERS HEALTH INS R6 CMJ (IMP)
OFEMP7H,EMP OFFERS HEALTH INS R7 CMJ (IMP)
OFEMP8H,EMP OFFERS HEALTH INS R8 CMJ (IMP)
OFEMP9H,EMP OFFERS HEALTH INS R9 CMJ (IMP)
OFFER1H,HEALTH INSUR OFFERED BY R1 CMJ (IMP)
OFFER1X,HEALTH INSUR OFFERED BY R1 CMJ (ED)
OFFER2H,HEALTH INSUR OFFERED BY R2 CMJ (IMP)
OFFER2X,HEALTH INSUR OFFERED BY R2 CMJ (ED)
OFFER3H,HEALTH INSUR OFFERED BY R3 CMJ (IMP)
OFFER3X,HEALTH INSUR OFFERED BY R3 CMJ (ED)
OFFER4H,HEALTH INSUR OFFERED BY R4 CMJ (IMP)
OFFER4X,HEALTH INSUR OFFERED BY R4 CMJ (ED)
OFFER5H,HEALTH INSUR OFFERED BY R5 CMJ (IMP)
OFFER5X,HEALTH INSUR OFFERED BY R5 CMJ (ED)
OFFER6H,HEALTH INSUR OFFERED BY R6 CMJ (IMP)
OFFER6X,HEALTH INSUR OFFERED BY R6 CMJ (ED)
OFFER7H,HEALTH INSUR OFFERED BY R7 CMJ (IMP)
OFFER7X,HEALTH INSUR OFFERED BY R7 CMJ (ED)
OFFER8H,HEALTH INSUR OFFERED BY R8 CMJ (IMP)
OFFER8X,HEALTH INSUR OFFERED BY R8 CMJ (ED)
