Variable,Description
S7VCANCY,S7N C4D PROBLEM W/VACANT BUILDINGS
S7CRIME,S7N C4E PROBLEM WITH CRIME IN AREA
S7HOODVI,S7N C4F PROBLEM W/ NEIGHBORHOOD VIOLENCE
S7WEAPON,S7 C5A CHILDREN W/WEAPONS IN SCHOOL
S7THEFT,S7N C5B HOW OFTEN THEFT PROBLEM
S7CONFLC,S7 C5C HOW OFTEN PHYSICAL CONFLICT PROB
S7ALCOHL,S7N C5D HOW OFTEN ALCOHOL USE PROBLEM
S7DRGFRQ,S7N C5E HOW OFTEN ILLEGAL DRUG PROB
S7VANDAL,S7N C5F HOW OFTEN VANDALISM PROBLEM
S7BULLY,S7 C5G HOW OFTEN BULLYING PROBLEM
S7DISORD,S7 C5H HOW OFTEN CLASSRM DISORD PROB
S7CUTCLS,S7N C5I HOW OFTEN CLASS CUT PROB
S7SECUAM,"S7 C6A SCHOOL SECURITY GUARDS, UNARMED"
S7SECARM,"S7 C6B SCHOOL SECURITY GUARDS, ARMED"
S7DETECT,S7 C6C SCHOOL METAL DETECTORS
S7LOCKDR,S7 C6D SCHOOL LOCKED DOORS
S7VISIGN,S7 C6E SCHOOL VISITOR SIGN IN
S7INTCOM,S7 C6F SCHOOL INTERCOM IN CLASSROOMS
S7SAFEOT,S7 C6G SCHOOL OTHER SAFETY MEASURE
S7CAMVID,S7 C6GA OTHER-SCHOOL CAMERAS / VIDEO
S7BCKGRD,S7 C6GB OTHER-SCHOOL BACKGROUND CHECKS
S7AIDVOL,"S7 C6GC OTHER-AIDES,VOLUNTRS,PARENT GRPS"
S7TARDY,S7 C7A PROBLEM WITH STUDENT TARDINESS
S7STABNT,S7 C7B PROBLEM WITH STUDENT ABSENTEEISM
S7AGGBEH,S7 C7C PROBLEM W/AGGRESS/DISRUPT BEHAVR
S7ABSENT,S7 C7D PROBLEM W/TEACHERS ABSENT
S7TRNOVR,S7 C7E PROBLEM W/TEACHER TURNOVER
S7OVRCRD,S7 C7F PROBLEM WITH OVERCROWDING
S7FUNDDC,S7 C8A FUNDING LEVELS DECREASED
S7IENRLIN,S7N C8B ENROLLMENT INCREASED
S7IENRLDC,S7N C8C ENROLLMENT DECREASED
S7CFREEL,S7 C8D NUM RECV FREE RP LUNCH INCREASED
S7MOBINC,S7N C8E STUDENT MOBILITY INCREASED
S7TCHRED,S7 C8F REDUCTION IN TEACHING STAFF
S7CCLSIN,S7 C8G CLASS SIZES INCREASED
S7CCLSDE,S7 C8H CLASS SIZES DECREASED
S7CSALIN,S7 C8I SALARIES INCREASED
S7CSALDE,S7 C8J SALARIES DECREASED
S7CESLIN,S7N C8K NUMBER OF ELL INCREASED
S7CSLYFZ,S7 C9A SALARIES FROZEN
S7CAAREA,S7 C9B CHANGE IN ATTENDANCE AREA
S7NMRET2,S7 D1 NUMBER RETAINED GRADE2
S7NMRTNA,S7 D1 NUMBER RETAINED GRADE2 NA
S7NMRET3,S7 D2 NUMBER RETAINED GRADE3
S7PSTBEH,S7 D3 POSITIVE BEHAVIOR INTERV/SUPPORT
S7REDTGT,S7 D4A READ - CRITERIA FOR AT RISK
S7REDNED,S7 D4B USE TEST TO SEE IF READ MEET NEED
S7MTHTGT,S7 D4C MATH - CRITERIA FOR AT RISK
S7MTHNED,S7 D4D USE TEST TO SEE IF MATH MEET NEED
S7RTLUSE,S7 D5 RESPONSE TO INTERVENTION USED
S7RTLMTH,S7 D6A RTI IMPLEMENTED IN MATH
S7RTLRED,S7 D6B RTI IMPLEMENTED IN READING
S7RTLRIT,S7 D6C RTI IMPLEMENTED IN WRITING
S7RTLSOC,S7 D6D RTI IMPLMNTD BEH/SOC SKILLS
S7RTLTME,S7 D7 WHEN RTI IMPLEMENTED
S7RTERTL,S7 D8A WRITTEN COMM ABOUT RTI TO PARNTS
S7SHPRTL,S7 D8B WORKSHOPS ABOUT RTI FOR PARENTS
S7METRTL,S7 D8C INDIV MEET ABOUT RTI W/ PARENTS
S7NOIRTL,S7 D8D RTI INFO NOT DISTRIBUTED
S7ENG2ND,S7 E1 ANY NONENG LANG SPOKEN IN HOMES
S7TOTELL,S7 E2A PCT OF STUDENTS WHO ARE ELL
S7TOTHRD,S7 E2B PCT OF 3RD GRADERS WHO ARE ELL
S7LP2LNG,S7N E3 ELL INSTRUCTN-LITERACY IN 2 LANG
S7LPSENG,S7N E3 ELL INSTRUCTN-LITERACY IN ENG ONLY
S7LPOTHR,S7N E3 ELL INSTRUCTN-OTHER PROGRAMS
S7NOLGPR,S7N E3 ELL INSTRUCTN-NO ELL INSTRUCTION
S7TRANSL,S7N E4A TRANSLATORS FOR LM/LEP PARENTS
S7TRNWRT,S7N E4B WRITTEN TRANSLN FOR LM/LEP FAMS
S7HOMVST,S7N E4C HOME VISIT TO LM-LEP FAMILIES
S7OUTRCH,S7N E4D OUTREACH WORKER HELP ENRL
S7MEETSP,S7N E4E SPECIAL MEETINGS FOR LM/LEP FAMS
S7NEIEPY,S7 E5 NEW EVAL FOR IEP THIS YEAR
S7NEEIEP,S7 E6 NEW EVAL ELIGIBLE FOR IEP
S7ELIQDS,S7 E7A DISABIL ELIGIBIL IQ DISCREPANCY
S7ELRTL,S7 E7B DISABIL ELIGIBIL RTI MODEL
S7SPDPCT,S7 E8A1 % STUDENTS IN SPECIAL ED 3RD GR
S7SPDNO,S7 E8A2 SPEC ED NOT OFFERED IN 3RD GRADE
S7SPDNOG,S7 E8A3 SPEC ED NOT OFFERED AT SCHOOL
S7504STU,S7 E8B1 % STUDENTS W/ 504 PLAN 3RD GRADE
S7504NO,S7 E8B2 504 PLAN  NOT OFFERED IN 3RD GR
S7504NOG,S7 E8B3 504 PLAN  NOT OFFERED AT SCHOOL
S7RDIPCT,S7 E8C1 % STUDNT GETTING INSTRUCTION RDG
S7RDINO,S7 E8C2 RDG INSTRUCTION NOT OFFERED IN 3
S7RDINOG,S7 E8C3 RDG INSTRUCT NOT OFFERED AT SCH
S7MTIPCT,S7 E8D1 % STUDNT GETTING INSTRUCTION MTH
S7MTINO,S7 E8D2 MTH INSTRUCTION NOT OFFERED IN 3
S7MTINOG,S7 E8D3 MTH INSTRUCT NOT OFFERED AT SCH
S7GIFPCT,S7 E8E1 % STUDENTS IN G/T PROGRAM 3RD GR
S7GIFNO,S7 E8E2 GIFTED-TALENTED NOT OFFERED IN 3
S7GIFNOG,S7 E8E3 GIFTED-TALENT NOT OFFERED AT SCH
S7WHRIEP,S7N E9 IEP STUDENTS SERVED LOCATION
S7PRVSCH,S7 PRIVATE SCHOOL CHECK BOX
S7TT1,S7 F1 RECEIVED TITLE 1 FUNDS
S7TT1TA,S7 F2 TITLE 1 TARGET ASST OR SCHOOLWIDE
S7TT1PO,S7N F3A TITLE 1 PULL-OUT SETTING
S7TT1INC,S7N F3B TITLE 1 IN-CLASS SETTING
S7TT1CLA,S7N F3C TITLE 1 REDUCE CLASS SIZES
S7TT1EXT,S7N F3D TITLE 1 EXTENDED LEARNING TIME
S7TT1PD,S7N F3E TITLE 1 PROFESSIONAL DEVELOPMENT
S7TT1FLS,S7N F3F TITLE 1 FAMILY LITERACY SERVICES
S7TTLSUM,S7N F3G TITLE 1 SUMMER LEARNING
S7TTLPRE,S7N F3H TITLE1 CHILDREN IN PRESCHOOL
S7RECTT3,S7 F4 DID SCHOOL RECEIVE TITLE 3 FUNDING
S7T3PULL,S7N F5A SERVE CHILD IN PULL-OUT 2ND LANG
S7T3INCL,S7N F5B SERVE CHILD IN-CLASS 2ND LANG
S7T3XTIM,S7N F5C PROVIDE EXTENDED TIME LEARNING
S7T3ENTI,S7N F5D IMPROVE ED SCHOOLWIDE
S7T3PRDV,S7N F5E PROVIDE PROF DEV FOR TEACHERS
S7T3FMLT,S7N F5F PROVIDE FAMILY LIT SERVICES
S7T3SUMM,S7N F5G PROVIDE SUMMER LEARNING OPP
S7T3HMLG,S7N F5H PROVIDE SUPP IN HOME LANGUAGE
S7MKEAYP,S7N F6 DID SCHOOL MAKE AYP 2012-2013
S7AYPIMP,S7N F7 SCHOOL IDENTIFIED FOR AYP IMPROVE
S72YIMPL,S7N F8A1 DEVELOP 2 YR IMPROVE PLAN
S72YIMP2,S7N F8A2 DEVELOP 2 YR PLAN IN RESP
S7TRANSF,S7N F8B1 OFFER TO LET STUDENTS TRANSFER
S7TRANS2,S7N F8B2 OFFER TRANSFER IN RESP
S7SUPLED,S7N F8C1 OFFER SUPP ED TO LOW INCOME
S7SUPLE2,S7N F8C2 OFFER SUPP ED IN RESP
S7RPLST,S7N F8D1 REPLACED SCHOOL STAFF
S7RPLST2,S7N F8D2 REPLACE SCHOOL STAFF IN RESP
S7NEWCUR,S7N F8E1 IMPLEMENT NEW CURRICULUM
S7NEWCU2,S7N F8E2 IMPLEMENT NEW CURRICULUM IN RESP
S7EXTNYR,S7N F8F1 EXTEND SCHOOL DAY OR YEAR
S7EXTNY2,S7N F8F2 EXTEND DAY OR YEAR IN RESP
S7OUTCNS,S7N F8G1 HIRE CONSULTANT TO ADVISE
S7OUTCN2,S7N F8G2 HIRE CONSULTANT IN RESP
S7REORNZ,S7N F8H1 REORGANIZE INTERNALLY
S7REORN2,S7N F8H2 REORGANIZE INTERN IN RESP
S7OFFPDV,S7N F8I1 OFFERED PRO DEVELOPMENT
S7OFFPD2,S7N F8I2 OFFERED PRO DEV IN RESP
S7HAVEGR,S7N F9 DOES SCHOOL HAVE GRADE 3
S7RDPPCT,S7N F10A1 PCT PROFICIENT READING
S7RDRAYP,S7N F10A2 PCT REQUIRED BY AYP READ
S7MTPPCT,S7N F10B1 PCT PROFICIENT MATH SKILLS
S7MTYAYP,S7N F10B2 PCT REQUIRED BY AYP MATH
S7SCIPCT,S7N F10C1 PCT PROFICIENT SCIENCE
S7RGTCHF,S7 G1A1 # REG CLASSROOM TCHR-FULL
S7RGTCHP,S7 G1A2 # REG CLASSROOM TCHR-PART
S7ESLF,S7 G1B1 # ESL/BILINGUAL TCHR-FULL
S7ESLP,S7 G1B2 # ESL/BILINGUAL TCHR-PART
S7ARTSTF,S7 G1C1 # DRAMA MUSIC ART TCHR-FULL
S7ARTSTP,S7 G1C2 # DRAMA MUSIC ART TCHR-PART
S7GYMTF,S7 G1D1 # GYM/HEALTH TEACHER-FULL
S7GYMTP,S7 G1D2 # GYM/HEALTH TEACHER-PART
S7SPEDF,S7 G1E1 # SPECIAL ED TCHR-FULL
S7SPEDP,S7 G1E2 # SPECIAL ED TCHR-PART
S7PARAF,S7 G1F1 # PARAPROFESSIONALS-FULL
S7PARAP,S7 G1F2 # PARAPROFESSIONALS-PART
S7GIFTYN,S7 G2A GIFTED/TALENTED TCHR Y/N
S7RDTCYN,S7 G2B READING TCHR/SPECIAL/INTV Y/N
S7MATHYN,S7 G2C MATH TCHR/SPECIAL/INTV Y/N
S7NURSYN,S7 G2D SCH NURSE HEALTH PROF Y/N
S7PSYCYN,S7 G2E SCH PSYCH/SOCIAL WORKER Y/N
S7GDCOYN,S7 G2F GUIDANCE COUNSELOR Y/N
S7LIBRYN,S7 G2G LIBRARIANS Y/N
S7CTECYN,S7 G2H COMPUTER/TECH TCHR/STAFF Y/N
S7PSMRED,S7 G3A STAFF TRAIN TEACH READING EFFECT
S7PSMMTH,S7 G3B STAFF TRAIN TEACH MATH EFFECT
S7PSMBHV,S7 G3C STAFF TRAIN BEHAVIORAL SUPPORT
S7PSMMDT,S7 G3D STAFF SUPPORT COLLECT/MANAGE DATA
S7PSMUDT,S7 G3E STAFF SUPPORT INTERPRET/USE DATA
S7TEBEGN,S7 G4A # NEW TEACHER SINCE OCT 1 2013
S7TELEFT,S7 G4B # TEACHERS LEFT SINCE OCT 1 2013
S7MN4ITS,S7 G5A MONEY INCEN IMPROVE STATE TEST
S7MN4TSG,S7 G5B MONEY INCEN REACH ST TEST GOALS
S7RYYEMP,S7 G7A # OF YRS RESPONDENT AT SCHOOL
S7RMMEMP,S7 G7B # OF MNTHS RESP AT SCHOOL
S7GENDER,S7 H1 GENDER OF SCHOOL ADMINISTRATOR
S7BRTHYR,S7 H2 YEAR SCHL ADMIN WAS BORN
S7HISP,S7 H3 SCHL ADMIN IS HISP/LAT (ANY RACE)
S7AMINAN,S7 H4 SCHL ADMIN IS AMER IND/ALASKA NAT
S7ASIAN,S7 H4 SCHL ADMIN IS ASIAN
S7BLACK,S7 H4 SCHL ADMIN IS BLACK/AFRICAN AMER
S7HAWPI,S7 H4 SCL ADMIN IS NAT HAWAIIAN/PAC ISL
S7WHITE,S7 H4 SCHL ADMIN IS WHITE
S7YSTCH,S7 H5A NUMBER OF YRS TEACHING
S7TOTPRI,S7 H5B NUMBER OF YRS AS SCHL ADMIN
S7PRINHR,S7 H5C NUMBER YRS A SCHL ADMIN HERE
S7UNIVER,S7 H6A TRAIN AT TRADITNL UNIV/CERT PROG
S7DISTPR,S7 H6B DISTRICT-BASED TRAINING PROG
S7CITYPR,S7 H6C CITY-BASED TRAINING PROG
S7STPROG,S7 H6D STATE-BASED TRAINING PROG
S7NATNON,S7 H6E NATIONAL NON-PROFIT TRAINING
S7OTHSCH,S7 H6F ANOTHER SCHOOL ADMIN PROG
S7EDLVL,S7 H7 HIGHEST LEVEL OF EDUCATION
S7BSERED,S7 H8A FIELD OF STUDY-EARLY CHILD ED
S7BSELEM,S7 H8B FIELD OF STUDY-ELEMENTARY ED
S7BSEDAD,S7 H8C FIELD OF STUDY-ED ADMIN/MANAGE
S7BSSPED,S7 H8D FIELD OF STUDY-SPECIAL ED
S7BSOTHR,S7 H8E FIELD OF STUDY-OTHER ED MAJOR
S7BSNOED,S7 H8F FIELD OF STUDY-NON-ED MAJOR
S7KNWNME,S7 H9 ESTIMATE PERCENT OF NAMES KNOWN
S7SOL2NS,S7 H10 SPEAK OTH LANG TO NON-ENGL STDNT
S7SOL2NF,S7 H11 SPEAK OTH LANG TO NON-ENGL FAM
S7SOL2NO,S7 H12 DO NOT SPEAK OTH LANG TO EITHER
S7SOLSPN,S7 H13 OTHER LANGUAGE -SPANISH
S7SOVTNM,S7 H13 OTHER LANGUAGE -VIETNAMESE
S7SOCHIN,S7 H13 OTHER LANGUAGE -CHINESE
S7SOJAPN,S7 H13 OTHER LANGUAGE -JAPANESE
S7SOKORN,S7 H13 OTHER LANGUAGE -KOREAN
S7SOFILP,S7 H13 OTHER LANGUAGE -FILIPINO
S7SOARAB,S7 H13 OTHER LANGUAGE -ARABIC
S7SOOTHR,S7 H13 OTHER LANGUAGE -OTHER
S7COMPMM,S7 H14 DATE COMPLETED - MONTH
S7COMPDD,S7 H14 DATE COMPLETED - DAY
S7COMPYY,S7 H14 DATE COMPLETED - YEAR
S8NUMDAY,S8 A1 NUMBER OF INSTRUCTIONAL DAYS
S8NUM4TH,S8 A2A # ENROLLED IN 4TH GRADE
S8ANUMCH,S8 A2B # ENROLLED AROUND OCTOBER 1 2014
S8BNUMCH,S8 A2C # ENROLLED SINCE OCTOBER 1 2014
S8CNUMCH,S8 A2D # LEFT SINCE OCT 1 2014
S8ADA,S8 A3A % AVERAGE DAILY ATTENDANCE FOR YR
S8ADANUM,S8 A3B AVERAGE NUMBER ATTENDING DAILY
S8ADAFLG,S8 A3B ADA REPORTED AS NUMBER OR PERCENT
S8UNGRAD,S8N A4 GRADE LEVEL-UNGRADED
S8PRKNDR,S8N A4 GRADE LEVEL-PREKINDERGARTEN
S8TRANSK,S8N A4 GRADE LEVEL-TRANSITIONAL K
S8KINDER,S8N A4 GRADE LEVEL-KINDERGARTEN
S8PRE1,S8N A4 GRADE LEVEL-PREFIRST/TRANS 1ST
S8GRADE1,S8N A4 GRADE LEVEL-FIRST GRADE
S8SECOND,S8N A4 GRADE LEVEL-SECOND GRADE
S8THIRD,S8N A4 GRADE LEVEL-THIRD GRADE
S8FOURTH,S8N A4 GRADE LEVEL-FOURTH GRADE
S8FIFTH,S8N A4 GRADE LEVEL-FIFTH GRADE
S8SIXTH,S8N A4 GRADE LEVEL-SIXTH GRADE
S87TH,S8N A4 GRADE LEVEL-SEVENTH GRADE
S88TH,S8N A4 GRADE LEVEL-EIGHTH GRADE
S8NINTH,S8N A4 GRADE LEVEL-NINTH GRADE
S8TENTH,S8N A4 GRADE LEVEL-TENTH GRADE
S811TH,S8N A4 GRADE LEVEL-ELEVENTH GRADE
S812TH,S8N A4 GRADE LEVEL-TWELFTH GRADE
S8REGPSK,S8N A5 REGULAR PUBLIC SCHOOL
S8MAGSKL,S8N A5 PUBLIC MAGNET SCHOOL
S8CHRSKL,S8N A5 CHARTER SCHOOL
S8CATHOL,S8N A5 CATHOLIC SCHOOL
S8DIOCSK,S8N A5 CATHOLIC SCHOOL - DIOCESAN
S8PARSKL,S8N A5 CATHOLIC SCHOOL - PARISH
S8PRVORS,S8N A5 CATHOLIC SCHOOL - PRIVATE ORDER
S8OTHREL,S8N A5 PRIVATE SCHOOL RELIG - NOT CATH
S8OTNAIS,S8N A5 PRIVATE SCHOOL NAIS - NOT RELG
S8OTHRNO,"S8N A5 OTHER PRVT, NO RELG OR NAIS"
S8EARCHC,S8N A5 EARLY CHILDHOOD CENTER
S8SPDSCH,S8N A5 SPECIAL ED SCHOOL
S8YROUND,S8N A5 YEAR-ROUND SCHOOL
S8BIESCH,S8N A5 BUREAU OF INDIAN EDUCATION (BIE)
S8YCHART,S8N A6 YR BECAME CHARTER SCHOOL
S8CHARPN,S8N A7 IS CHARTER PROFIT OR NONPROF
S8HISPNM,S8N A8A # HISPANIC/LATINO
S8HISPPT,S8N A8A % HISPANIC/LATINO
S8HISPFL,S8N A8A RPTD AS # OR % (HISP STUDENTS)
S8AIANNM,S8N A8B # AMER IND/ALASKA NAT
S8AIANPT,S8N A8B % AMER IND/ALASKA NAT
S8AIANFL,S8N A8B RPTD AS # OR % (AM IND STUDENTS)
S8ASIANM,S8N A8C # ASIAN
S8ASIAPT,S8N A8C % ASIAN
S8ASIAFL,S8N A8C RPTD AS # OR % (ASIAN STUDENTS)
S8BLACNM,S8N A8D # BLACK/AFRICAN AMERICAN
S8BLACPT,S8N A8D % BLACK/AFRICAN AMERICAN
S8BLACFL,S8N A8D RPTD AS # OR % (BLACK STUDENTS)
S8HAWPNM,S8N A8E # HAWAIIAN/PAC ISL
S8HAWPPT,S8N A8E % HAWAIIAN/PAC ISL
S8HAWPFL,S8N A8E RPTD AS # OR % (HAWAIIAN STUDENTS)
S8WHITNM,S8N A8F # WHITE
S8WHITPT,S8N A8F % WHITE
S8WHITFL,S8N A8F RPTD AS # OR % (WHITE STUDENTS)
S8MULTNM,S8N A8G # TWO OR MORE RACE
S8MULTPT,S8N A8G % TWO OR MORE RACE
S8MULTFL,S8N A8G RPTD AS # OR % (2 OR + RACES STUDENTS)
S8TOTENR,S8N A8H RPTD TOTAL SCHOOL ENROLLMENT
S8SCHPMC,"S8N A9 SCH IS PRIVATE, MAGNET OR CHARTER"
S8OTNEED,S8N A10A PERCENT SENT W/SPECIAL NEED
S8OTNEEDDK,S8N A10A PERCENT SENT W/SPECIAL NEED-DK
S8PTRAYP,S8N A10B PCT PREV SCH NOT MEET AYP
S8PTRAYPDK,S8N A10B PCT PREV SCH NOT MEET AYP-DK
S8PUBCHO,S8N A10C PCT ATTEND UNDER PUB SCH CHOICE
S8PUBCHODK,S8N A10C PCT ATTD UNDER PUB SCH CHOICE-DK
S8PCTFLN_I,S8 A11 PERCENT ELG FOR FREE/RED LUNCH (IMPUTED)
IFS8PCTFLN,S8 IMPUTATION FLAG FOR S8PCTFLN
S8PTAMT,S8 B1A FREQ PTA/PTO MEETINGS
S8RPTCRD,S8 B1B FREQ OF REPORT CARDS
S8STTEST,S8 B1C FREQ OF INFO ON TEST SENT HOME
S8PTCONF,S8 B1D FREQ OF PARENT-TCHR CONFERENCE
S8INVITE,S8 B1E FREQ OF PERFORMANCES FOR PARENTS
S8CLASPR,S8 B1F FREQ OF CLASSROOM PROGRAMS
S8ELECOM,S8 B2A USED ELECTRONIC COMMUNICATION
S8NOECOM,S8 B2B USED NON-ELECTRONIC COMMUNICATION
S8OWOPAS,S8 B3 USED WEBSITE W/O PASSWORD
S8OWPASS,S8 B4 USED WEBSITE W/ PASSWORD
S8OHMWK,S8 B5A WEBSITE INCLUDING HOMEWORK
S8OPREPT,S8 B5B WEBSITE INCLUDING PROGRESS RPT
S8TNSION,S8N B6A TENSION FROM DIFFERENCES
S8DRUGS,S8N B6B PROBLEM WITH DRUGS PUBL DRINK
S8GANGS,S8N B6C PROBLEM WITH GANGS
S8VCANCY,S8N B6D PROBLEM W/VACANT BUILDINGS
S8CRIME,S8N B6E PROBLEM WITH CRIME IN AREA
S8HOODVI,S8N B6F PROBLEM W/ NEIGHBORHOOD VIOLENCE
S8WEAPON,S8 B7A CHILDREN W/WEAPONS IN SCHOOL
S8THEFT,S8N B7B HOW OFTEN THEFT PROBLEM
S8CONFLC,S8 B7C HOW OFTEN PHYSICAL CONFLICT PROB
S8ALCOHL,S8N B7D HOW OFTEN ALCOHOL USE PROBLEM
S8DRGFRQ,S8N B7E HOW OFTEN ILLEGAL DRUG PROB
S8VANDAL,S8N B7F HOW OFTEN VANDALISM PROBLEM
S8BULLY,S8 B7G HOW OFTEN BULLYING PROBLEM
S8DISORD,S8 B7H HOW OFTEN CLASSRM DISORD PROB
S8CUTCLS,S8N B7I HOW OFTEN CLASS CUT PROB
S8SECUAM,"S8 B8A SCHOOL SECURITY GUARDS, UNARMED"
S8SECARM,"S8 B8B SCHOOL SECURITY GUARDS, ARMED"
S8DETECT,S8 B8C SCHOOL METAL DETECTORS
S8LOCKDR,S8 B8D SCHOOL LOCKED DOORS
S8VISIGN,S8 B8E SCHOOL VISITOR SIGN IN
S8INTCOM,S8 B8F SCHOOL INTERCOM IN CLASSROOMS
S8SAFEOT,S8 B8G SCHOOL OTHER SAFETY MEASURE
S8CAMVID,S8 B8GA OTHER-SCHOOL CAMERAS / VIDEO
S8BCKGRD,S8 B8GB OTHER-SCHOOL BACKGROUND CHECKS
S8AIDVOL,"S8 B8GC OTHER-AIDES,VOLUNTRS,PARENT GRPS"
S8TARDY,S8 B9A PROBLEM WITH STUDENT TARDINESS
S8STABNT,S8 B9B PROBLEM WITH STUDENT ABSENTEEISM
S8AGGBEH,S8 B9C PROBLEM W/AGGRESS/DISRUPT BEHAVR
S8ABSENT,S8 B9D PROBLEM W/TEACHERS ABSENT
S8TRNOVR,S8 B9E PROBLEM W/TEACHER TURNOVER
S8OVRCRD,S8 B9F PROBLEM WITH OVERCROWDING
S8FUNDDC,S8 B10A FUNDING LEVELS DECREASED
S8IENRLIN,S8N B10B ENROLLMENT INCREASED
S8IENRLDC,S8N B10C ENROLLMENT DECREASED
S8CFREEL,S8 B10D NUM RECV FREE RP LUNCH INCREASED
S8MOBINC,S8N B10E STUDENT MOBILITY INCREASED
S8TCHRED,S8 B10F REDUCTION IN TEACHING STAFF
S8CCLSIN,S8 B10G CLASS SIZES INCREASED
S8CCLSDE,S8 B10H CLASS SIZES DECREASED
S8CSALIN,S8 B10I SALARIES INCREASED
S8CSALDE,S8 B10J SALARIES DECREASED
S8CESLIN,S8N B10K NUMBER OF ELL INCREASED
S8CSLYFZ,S8 B11 SALARIES FROZEN
S8CAAREA,S8 B12 CHANGE IN ATTENDANCE AREA
S8NMRET3,S8 C1 NUMBER RETAINED GRADE3
S8NRT3NA,S8 C1NA NUMBER RETAINED GRADE3 NA
S8NMRET4,S8 C2 NUMBER RETAINED GRADE4
S8NRT4NA,S8 C2NA NUMBER RETAINED GRADE4 NA
S8PSTBEH,S8 C3 POSITIVE BEHAVIOR INTERV/SUPPORT
S8REDTGT,S8 C4A READ - CRITERIA FOR AT RISK
S8REDNED,S8 C4B USE TEST TO SEE IF READ MEET NEED
S8MTHTGT,S8 C4C MATH - CRITERIA FOR AT RISK
S8MTHNED,S8 C4D USE TEST TO SEE IF MATH MEET NEED
S8RTLUSE,S8 C5 RESPONSE TO INTERVENTION USED
S8RTLMTH,S8 C6A RTI IMPLEMENTED IN MATH
S8RTLRED,S8 C6B RTI IMPLEMENTED IN READING
S8RTLRIT,S8 C6C RTI IMPLEMENTED IN WRITING
S8RTLSOC,S8 C6D RTI IMPLMNTD BEH/SOC SKILLS
S8RTLTME,S8 C7 WHEN RTI IMPLEMENTED
S8RTERTL,S8 C8A WRITTEN COMM ABOUT RTI TO PARNTS
S8SHPRTL,S8 C8B WORKSHOPS ABOUT RTI FOR PARENTS
S8METRTL,S8 C8C INDIV MEET ABOUT RTI W/ PARENTS
S8NOIRTL,S8 C8D RTI INFO NOT DISTRIBUTED
S8COMCOR,S8 C9 IMPLEMENT COMMON CORE STATE STAN
S8CCREAD,S8 C10A COMMON CORE IMPLMNT IN READING
S8CCMATH,S8 C10B COMMON CORE IMPLMNT IN MATH
S8WHENCC,S8 C11 BEGIN IMPLEMENTING COMMON CORE
S8ENG2ND,S8 D1 ANY NONENG LANG SPOKEN IN HOMES
S8TOTELL,S8 D2 PCT OF STUDENTS WHO ARE ELL
S8TOFRTH,S8 D3 PCT OF 4TH GRADERS WHO ARE ELL
S8TRANSL,S8N D4A TRANSLATORS FOR LM/LEP PARENTS
S8TRNWRT,S8N D4B WRITTEN TRANSLN FOR LM/LEP FAMS
S8HOMVST,S8N D4C HOME VISIT TO LM-LEP FAMILIES
S8NEIEPY,S8 D5 NEW EVAL FOR IEP THIS YEAR
S8NEEIEP,S8 D6 NEW EVAL ELIGIBLE FOR IEP
S8ELIQDS,S8 D7A DISABIL ELIGIBIL IQ DISCREPANCY
S8ELRTL,S8 D7B DISABIL ELIGIBIL RTI MODEL
S8SPDPCT,S8 D8A1 % STUDENTS IN SPECIAL ED 4TH GR
S8SPDNO,S8 D8A2 SPEC ED NOT OFFERED IN 4TH GRADE
S8SPDNOG,S8 D8A3 SPEC ED NOT OFFERED AT SCHOOL
S8504STU,S8 D8B1 % STUDENTS W/ 504 PLAN 4TH GRADE
S8504NO,S8 D8B2 504 PLAN NOT OFFERED IN 4TH GR
S8504NOG,S8 D8B3 504 PLAN NOT OFFERED AT SCHOOL
S8RDIPCT,S8 D8C1 % STUDNT GETTING INSTRUCTION RDG
S8RDINO,S8 D8C2 RDG INSTRUCTION NOT OFFERED IN 4
S8RDINOG,S8 D8C3 RDG INSTRUCT NOT OFFERED AT SCH
S8MTIPCT,S8 D8D1 % STUDNT GETTING INSTRUCTION MTH
S8MTINO,S8 D8D2 MTH INSTRUCTION NOT OFFERED IN 4
S8MTINOG,S8 D8D3 MTH INSTRUCT NOT OFFERED AT SCH
S8GIFPCT,S8 D8E1 % STUDENTS IN G/T PROGRAM 4TH GR
S8GIFNO,S8 D8E2 GIFTED-TALENTED NOT OFFERED IN 4
S8GIFNOG,S8 D8E3 GIFTED-TALENT NOT OFFERED AT SCH
S8WHRIEP,S8N D9 IEP STUDENTS SERVED LOCATION
S8PRVSCH,S8 PRIVATE SCHOOL CHECK BOX
S8TT1,S8 E1 RECEIVED TITLE 1 FUNDS
S8TT1TA,S8 E2 TITLE 1 TARGET ASST OR SCHOOLWIDE
S8RECTT3,S8 E3 DID SCHOOL RECEIVE TITLE 3 FUNDING
S8MKEAYP,S8N E4 DID SCHOOL MAKE AYP 2013-2014
S8AYPIMP,S8N E5 SCHOOL IDENTIFIED FOR AYP IMPROVE
S8RGTCHF,S8 F1A1 # REG CLASSROOM TCHR-FULL
S8RGTCHP,S8 F1A2 # REG CLASSROOM TCHR-PART
S8ESLF,S8 F1B1 # ESL/BILINGUAL TCHR-FULL
S8ESLP,S8 F1B2 # ESL/BILINGUAL TCHR-PART
S8ARTSTF,S8 F1C1 # DRAMA MUSIC ART TCHR-FULL
S8ARTSTP,S8 F1C2 # DRAMA MUSIC ART TCHR-PART
S8GYMTF,S8 F1D1 # GYM/HEALTH TEACHER-FULL
