Variable,Description
SEDOTHPYMU2,RC-OTHER SEDATIVE PRODUCTS - PAST YEAR MISUSE
BENZOSPYMU,RC-ANY BENZODIAZEPINES - PAST YEAR MISUSE
HALLNDAYYR,RC-# OF DAYS USED HALLUCINOGENS IN PAST YEAR
INHNDAYYR,RC-# OF DAYS USED INHALANTS IN PAST YEAR
METHNDAYYR,RC-# OF DAYS USED METHAMPHETAMINE IN PAST YEAR
SMKLSMDAYS,RC-# OF DAYS USED SMOKELESS TOBACCO IN PAST MONTH
HALLNDAYPM,RC-# OF DAYS USED HALLUCINOGENS IN PAST MONTH
INHNDAYPM,RC-# OF DAYS USED INHALANTS IN PAST MONTH
METHNDAYPM,RC-# OF DAYS USED METHAMPHETAMINE IN PAST MONTH
PNRNDAYPM,RC-# OF DAYS MISUSED PAIN RELIEVERS IN PAST MONTH
TRQNDAYPM,RC-# OF DAYS MISUSED TRANQUILIZERS IN PAST MONTH
STMNDAYPM,RC-# OF DAYS MISUSED STIMULANTS IN PAST MONTH
SEDNDAYPM,RC-# OF DAYS MISUSED SEDATIVES IN PAST MONTH
BNGDRMDAYS,RC-# OF DAYS BINGE USED ALCOHOL IN PAST MONTH
ALCNUMDKPM,RC-NUMBER OF ALC BEVS DRANK PER USER IN PAST MONTH
FUCIG18,RC-FIRST USED CIGARETTES PRIOR TO AGE 18
FUCIG21,RC-FIRST USED CIGARETTES PRIOR TO AGE 21
FUCD218,RC-FIRST USED CIGARETTES DAILY PRIOR TO AGE 18
FUCD221,RC-FIRST USED CIGARETTES DAILY PRIOR TO AGE 21
FUCGR18,RC-FIRST USED CIGARS PRIOR TO AGE 18
FUCGR21,RC-FIRST USED CIGARS PRIOR TO AGE 21
FUSMKLSS18,RC-FIRST USED SMOKELESS TOBACCO PRIOR TO AGE 18
FUSMKLSS21,RC-FIRST USED SMOKELESS TOBACCO PRIOR TO AGE 21
FUALC18,RC-FIRST USED ALCOHOL PRIOR TO AGE 18
FUALC21,RC-FIRST USED ALCOHOL PRIOR TO AGE 21
FUMJ18,RC-FIRST USED MARIJUANA PRIOR TO AGE 18
FUMJ21,RC-FIRST USED MARIJUANA PRIOR TO AGE 21
FUCOC18,RC-FIRST USED COCAINE PRIOR TO AGE 18
FUCOC21,RC-FIRST USED COCAINE PRIOR TO AGE 21
FUCRK18,RC-FIRST USED CRACK PRIOR TO AGE 18
FUCRK21,RC-FIRST USED CRACK PRIOR TO AGE 21
FUHER18,RC-FIRST USED HEROIN PRIOR TO AGE 18
FUHER21,RC-FIRST USED HEROIN PRIOR TO AGE 21
FUHALLUC18,RC-FIRST USED HALLUCINOGENS PRIOR TO AGE 18
FUHALLUC21,RC-FIRST USED HALLUCINOGENS PRIOR TO AGE 21
FULSD18,RC-FIRST USED LSD PRIOR TO AGE 18
FULSD21,RC-FIRST USED LSD PRIOR TO AGE 21
FUPCP18,RC-FIRST USED PCP PRIOR TO AGE 18
FUPCP21,RC-FIRST USED PCP PRIOR TO AGE 21
FUECSTMO18,RC-FIRST USED ECSTASY PRIOR TO AGE 18
FUECSTMO21,RC-FIRST USED ECSTASY PRIOR TO AGE 21
FUINHAL18,RC-FIRST USED INHALANTS PRIOR TO AGE 18
FUINHAL21,RC-FIRST USED INHALANTS PRIOR TO AGE 21
FUMETHAM18,RC-FIRST USED METHAMPHETAMINE PRIOR TO AGE 18
FUMETHAM21,RC-FIRST USED METHAMPHETAMINE PRIOR TO AGE 21
FUPNRNM18,RC-FIRST MISUSED PAIN RELIEVERS PRIOR TO AGE 18
FUPNRNM21,RC-FIRST MISUSED PAIN RELIEVERS PRIOR TO AGE 21
FUTRQNM18,RC-FIRST MISUSED TRANQUILIZERS PRIOR TO AGE 18
FUTRQNM21,RC-FIRST MISUSED TRANQUILIZERS PRIOR TO AGE 21
FUSTMNM18,RC-FIRST MISUSED STIMULANTS PRIOR TO AGE 18
FUSTMNM21,RC-FIRST MISUSED STIMULANTS PRIOR TO AGE 21
FUSEDNM18,RC-FIRST MISUSED SEDATIVES PRIOR TO AGE 18
FUSEDNM21,RC-FIRST MISUSED SEDATIVES PRIOR TO AGE 21
PNRMAINRSN,RC-MAIN REASON FOR MISUSING PAIN RELIEVERS LAST EPISODE
TRQMAINRSN,RC-MAIN REASON FOR MISUSING TRANQUILIZERS LAST EPISODE
STMMAINRSN,RC-MAIN REASON FOR MISUSING STIMULANTS LAST EPISODE
SEDMAINRSN,RC-MAIN REASON FOR MISUSING SEDATIVES LAST EPISODE
SRCPNRNM2,RC-SOURCE OF PAIN RELIEVERS FOR LAST MISUSE
SRCTRQNM2,RC-SOURCE OF TRANQUILIZERS FOR LAST MISUSE
SRCSTMNM2,RC-SOURCE OF STIMULANTS FOR LAST MISUSE
SRCSEDNM2,RC-SOURCE OF SEDATIVES FOR LAST MISUSE
SRCFRPNRNM,RC-SOURCE OF FRIEND/RELATIVE PAIN RELIEVERS FOR LAST MISUSE
SRCFRTRQNM,RC-SOURCE OF FRIEND/RELATIVE TRANQUILIZERS FOR LAST MISUSE
SRCFRSTMNM,RC-SOURCE OF FRIEND/RELATIVE STIMULANTS FOR LAST MISUSE
SRCFRSEDNM,RC-SOURCE OF FRIEND/RELATIVE SEDATIVES FOR LAST MISUSE
SRCCLFRPNR,RC-COLLAPSED SOURCE OF FRND/REL PAIN RLVRS FOR LAST MISUSE
SRCCLFRTRQ,RC-COLLAPSED SOURCE OF FRND/REL TRANQLZRS FOR LAST MISUSE
SRCCLFRSTM,RC-COLLAPSED SOURCE OF FRND/REL STIMULANTS FOR LAST MISUSE
SRCCLFRSED,RC-COLLAPSED SOURCE OF FRND/REL SEDATIVES FOR LAST MISUSE
MTHAMP,EVER USED METHAMPHETAMINE
MTHAREC,TIME SINCE LAST USED METHAMPHETAMINE
MTHANEDL,EVER USED NEEDLE TO INJECT METHAMPHETAMINE
MTANDLRC,TIME SINCE LAST USED NEEDLE TO INJECT METHAMP
MTHEVCK,"COMPUTER RECORDED NEVER USED METH, CORRECT"
MTHNORSN,REASON REPORTED NEVER USED METHAMP
MTHNOSP,OTHER REASON NEVER USED METHAMPHETAMINE
MTHAAGE,AGE WHEN FIRST USED METHAMPHETAMINE
MTHAYFU,YEAR OF FIRST METHAMPHETAMINE USE - RECODE
MTHAMFU,MONTH OF FIRST METHAMPHETAMINE USE - RECODE
MTHAYTOT,TOTAL # DAYS USED METHAMPHETAMINE PAST 12 MONTHS
MTAFQFLG,TRIMMED MTHAYTOT IF R USED < 12 MOS
MTABSTWY,EASIEST WAY TO TELL US # DAYS USED METH
MTADYPYR,# DAYS USED METHAMPHETAMINE PAST 12 MOS
MTADYPMO,# DAYS PER MO USED METHAMPHETAMINE PAST 12 MOS
MTADYPWK,# DAYS PER WK USED METHAMPHETAMINE PAST 12 MOS
ADDERALL,EVER USED ADDERALL THAT WAS NOT PRESCRIBED
AMBIEN,EVER USED AMBIEN THAT WAS NOT PRESCRIBED
KETAMINE,EVER USED KETAMINE
TRYPTMN,"EVER USED DMT, AMT, FOXY"
SALVDIV,EVER USED SALVIA DIVINORUM
ADDEREC,TIME SINCE LAST USED ADDERALL
AMBIREC,TIME SINCE LAST USED AMBIEN
KETAREC,TIME SINCE LAST USED KETAMINE
TRYPREC,TIME SINCE LAST USED DMT/AMT/FOXY
SALVREC,TIME SINCE LAST USED SALVIA DIVINORUM
COLDMEDS,TAKEN A NONPRESCRIPTION COUGH MED TO GET HIGH
COLDREC,TIME SINCE LAST USED COUGH/COLD MED
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4
COLDYR5,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 5
OTCFLAG,INCONSISTENCY FLAG FOR REPORT OF OTC COLD MEDS
GHB,EVER USED GHB
GHBREC,TIME SINCE LAST USED GHB
METHNEEDL,EVER USED NEEDLE TO INJECT METHAMPHETAMINE
METHNDLRC,TIME SINCE LAST USED NEEDLE TO INJECT METH
OTDGNDLRC,TIME SINCE LAST USED A NEEDLE TO INJECT OTHER DRUG
STNEDL06,EVER USE NEEDL TO INJECT STIM (INCL METH 06 DATA)
STNLRC06,MOST RECENT USE STIM W/NEEDLE (INCL METH 06 DATA)
NDLREC06,MOST RECENT COC/HER/STM W/NEDL (INC METH 06 DATA)
CPNNDFLG,CPN: EVER USED A NEEDLE TO INJECT ANY DRUG
CPNNDSTM,CPN: EVER USED A NEEDLE TO INJECT STIMULANT
CPNNDMTH,CPN: EVER USED A NEEDLE TO INJECT METHAMPHETAMINE
ADDEFLGR,LIFETIME NONMEDICAL USE OF ADDERALL
ADDEYRR,PAST YEAR NONMEDICAL USE OF ADDERALL
ADDEMONR,PAST MONTH NONMEDICAL USE OF ADDERALL
AMBIFLGR,LIFETIME NONMEDICAL USE OF AMBIEN
AMBIYRR,PAST YEAR NONMEDICAL USE OF AMBIEN
AMBIMONR,PAST MONTH NONMEDICAL USE OF AMBIEN
KETAFLGR,LIFETIME USE OF KETAMINE
KETAYRR,PAST YEAR USE OF KETAMINE
KETAMONR,PAST MONTH USE OF KETAMINE
SALVFLGR,LIFETIME USE OF SALVIA DIVINORUM
SALVYRR,PAST YEAR USE OF SALVIA DIVINORUM
SALVMONR,PAST MONTH USE OF SALVIA DIVINORUM
TRYPFLGR,"LIFETIME USE OF DMT, AMT, FOXY"
TRYPYRR,"PAST YEAR USE OF DMT, AMT, FOXY"
TRYPMONR,"PAST MONTH USE OF DMT, AMT, FOXY"
ANYNDLREC,RC-MOST RECENT USE OF ANY DRUG WITH A NEEDLE
CHMNDLREC,RC-MOST RECENT USE OF COC/HER/METH WITH A NEEDLE
ANYNEEDL,RC-EVER USED NEEDLE TO INJECT DRUGS
METHNEEDL2,RC-EVER USED NEEDLE TO INJECT METHAMPHETAMINE
COLDFLGR,RC-LIFETIME USE OF NON-RX COUGH OR COLD MEDICINES
COLDYRR,RC-PAST YEAR USE OF NON-RX COUGH OR COLD MEDICINES
COLDMONR,RC-PAST MONTH USE OF NON-RX COUGH OR COLD MEDICINES
GHBFLGR,RC-LIFETIME USE OF GHB
GHBYRR,RC-PAST YEAR USE OF GHB
GHBMONR,RC-PAST MONTH USE OF GHB
RSKCIGPKD,RISK SMOKING 1 OR MORE PACKS CIGARETTES PER DAY
RSKMRJMON,RISK SMOKING MARIJUANA ONCE A MONTH
RSKMRJWK,RISK SMOKING MARIJUANA ONCE OR TWICE A WEEK
RSKLSDTRY,RISK TRYING LSD ONCE OR TWICE
RSKLSDWK,RISK USING LSD ONCE OR TWICE A WEEK
RSKHERTRY,RISK TRYING HEROIN ONCE OR TWICE
RSKHERWK,RISK USING HEROIN ONCE OR TWICE A WEEK
RSKCOCMON,RISK USING COCAINE ONCE A MONTH
RSKCOCWK,RISK USING COCAINE ONCE OR TWICE A WEEK
RSKBNGDLY,RISK HAVING 4 OR 5 DRINKS NEARLY EVERY DAY
RSKBNGWK,RISK HAVING 5 OR MORE DRINKS ONCE OR TWICE A WEEK
DIFGETMRJ,HOW DIFFICULT TO GET MARIJUANA
DIFGETLSD,HOW DIFFICULT TO GET LSD
DIFGETCOC,HOW DIFFICULT TO GET COCAINE
DIFGETCRK,"HOW DIFFICULT TO GET ""CRACK"""
DIFGETHER,HOW DIFFICULT TO GET HEROIN
APPDRGMON,APPROACHED BY SOMEONE SELLING ILL DRUG PST 30 DYS
RSKYFQDGR,GET A REAL KICK OUT OF DOING DANGEROUS THINGS
RSKYFQTES,LIKE TO TEST YOURSELF BY DOING RISKY THINGS
GRSKCIGPKD,RC-GREAT RISK:  SMOKE 1+ PACKS CIGARETTES PER DAY
GRSKMRJMON,RC-GREAT RISK:  USE MARIJUANA ONCE A MONTH
GRSKMRJWK,RC-GREAT RISK:  USE MARIJUANA 1-2 TIMES PER WEEK
GRSKCOCMON,RC-GREAT RISK:  USE COCAINE ONCE A MONTH
GRSKCOCWK,RC-GREAT RISK:  USE COCAINE 1-2 TIMES PER WEEK
GRSKHERTRY,RC-GREAT RISK:  TRYING HEROIN ONCE OR TWICE
GRSKHERWK,RC-GREAT RISK:  USE HEROIN 1-2 TIMES PER WEEK
GRSKLSDTRY,RC-GREAT RISK:  TRYING LSD ONCE OR TWICE
GRSKLSDWK,RC-GREAT RISK:  USE LSD 1-2 TIMES PER WEEK
GRSKBNGDLY,RC-GREAT RISK:  HAVE 4-5 ALC DRINKS PER DAY
GRSKBNGWK,RC-GREAT RISK:  HAVE 5+ ALC DRINKS 1-2 TIMES PER WEEK
DIFOBTMRJ,RC-MARIJUANA FAIRLY OR VERY EASY TO OBTAIN
DIFOBTCOC,RC-COCAINE FAIRLY OR VERY EASY TO OBTAIN
DIFOBTCRK,RC-CRACK FAIRLY OR VERY EASY TO OBTAIN
DIFOBTHER,RC-HEROIN FAIRLY OR VERY EASY TO OBTAIN
DIFOBTLSD,RC-LSD FAIRLY OR VERY EASY TO OBTAIN
APPDRGMON2,RC-APPROACHED BY SOMEONE SELLING DRUGS
BLNTEVER,EVER SMOKED CIGAR WITH MARIJUANA IN IT
BLNTAGE,AGE WHEN FIRST SMOKED CIGAR WITH MJ IN IT
BLNTYFU,YEAR OF FIRST USE OF CIGAR WITH MJ IN IT - RECODE
BLNTMFU,MONTH OF FIRST USE OF CIGAR W/MJ IN IT - RECODE
BLNTREC,TIME SINCE LAST SMOKED CIGAR WITH MJ IN IT
BLRECFL2,INCONSISTENCY BETW BLNTREC AND INCIDENCE DATA
BLNT30DY,# DAYS USED CIGAR WITH MJ IN IT PAST 30 DAYS
BLNT30C1,"BL02/MJ01 DISAGREE, WHICH IS CORRECT"
BLNT30C2,"BL02 AND MJ RECENCY DISAGREE, WHICH IS CORRECT"
RSNOMRJ,WHY REPORT EARLIER THAT NEVER USED MJ OR HASHISH
RSNMRJMO,WHY REPRT EARLIER NOT USE MJ OR HASH PAST 30 DAYS
BLNTNOMJ,SMOKE CIGARS WITH NO MARIJUANA PAST 30 DAYS
MEDMJYR,ANY MJ USE RECMDED BY DR IN PAST 12 MONTHS
MEDMJALL,ALL MJ USE RECMDED BY DR IN PAST 12 MONTHS
MEDMJPA2,STATE MEDICAL MJ LAW PASSED AT TIME OF INTERVIEW
HALDAFLG,EDITING FLAG FOR HALLUC DEPENDENCE & ABUSE VARS
STMDAFLG,EDITING FLAG FOR STIM DEPENDENCE & ABUSE VARS
SEDDAFLG,EDITING FLAG FOR SEDATIVE DEPENDENCE & ABUSE VARS
HALULOTTM,SPENT MON/MORE GETTING/USING HALLUC PST 12 MOS
HALUGTOVR,MONTH+ SPENT GETTING OVR HALLUC EFFECTS PST 12 MO
HALULIMIT,SET LIMITS ON HALLUCINOGEN USE PAST 12 MONTHS
HALUKPLMT,ABLE TO KEEP LIMT OR USE MORE HALLUC PST 12 MOS
HALUNDMOR,NEEDED MORE HALLUC TO GET SME EFFECT PST 12 MOS
HALULSEFX,USING SME AMT HALLUC HAD LESS EFFECT PAST 12 MOS
HALUCUTDN,WANT/TRY CUT DOWN/STOP USING HALLUC PST 12 MOS
HALUCUTEV,ABLE TO CUT/STOP USING HALLUC EVRY TIME PST 12 MO
HALUEMOPB,HALLUC CAUSE PRBS W/EMOT/NERVES PAST 12 MOS
HALUEMCTD,CONTD TO USE HALLUC DESPITE EMOT PRBS
HALUPHLPB,ANY PHYS PRBS CAUSED/WORSND BY HALLUC PST 12 MOS
HALUPHCTD,CONTD TO USE HALLUC DESPITE PHYS PRBS
HALULSACT,LESS ACTIVITES B/C OF HALLUC USE PAST 12 MOS
HALUSERPB,HALLUC CAUSE SER PRBS AT HOM/WRK/SCH PST 12 MOS
HALUPDANG,USING HALLUC & DO DANGEROUS ACTIVS PST 12 MOS
HALULAWTR,USING HALLUC CAUSE PRBS WITH LAW PAST 12 MOS
HALUFMFPB,USING HALLUC CAUSE PRBS W/FAM/FRNDS PST 12 MOS
HALUFMCTD,CONTD TO USE HALLUC DESPITE PRBS W/FAM/FRNDS
INHLLOTTM,SPENT MONTH/MORE GETTING/USING INH PAST 12 MOS
INHLGTOVR,MONTH+ SPENT GETTING OVER INH EFFECTS PST 12 MOS
INHLLIMIT,SET LIMITS ON INHALANT USE PAST 12 MONTHS
INHLKPLMT,ABLE TO KEEP LIMITS OR USE MORE INH PAST 12 MOS
INHLNDMOR,NEEDED MORE INH TO GET SAME EFFECT PST 12 MOS
INHLLSEFX,USING SAME AMT INH HAD LESS EFFECT PAST 12 MOS
INHLCUTDN,WANT/TRY TO CUT DOWN/STOP USING INH PAST 12 MOS
INHLCUTEV,ABLE TO CUT/STOP USING INH EVERY TIME PAST 12 MOS
INHLEMOPB,INH CAUSE PRBS WITH EMOT/NERVES PAST 12 MOS
INHLEMCTD,CONTD TO USE INHALANTS DESPITE EMOT PRBS
INHLPHLPB,ANY PHYS PRBS CAUSED/WORSND BY INH PST 12 MOS
INHLPHCTD,CONTD TO USE INHALANTS DESPITE PHYS PRBS
INHLLSACT,LESS ACTIVITIES B/C OF INH USE PAST 12 MOS
INHLSERPB,INH CAUSE SERS PRBS AT HOME/WORK/SCH PST 12 MOS
INHLPDANG,USING INH AND DO DANGEROUS ACTIVITIES PST 12 MOS
INHLLAWTR,USING INH CAUSE PRBS WITH LAW PAST 12 MOS
INHLFMFPB,USING INH CAUSE PRBS W/FAMILY/FRIENDS PST 12 MOS
INHLFMCTD,CONTD TO USE INH DESPITE PRBS W/ FAM/FRNDS
METHLOTTM,SPENT MONTH/MORE GETTING/USING METH PAST 12 MOS
METHGTOVR,MONTH+ SPENT GETTING OVER METH EFFECTS PST 12 MOS
METHLIMIT,SET LIMITS ON METH USE PAST 12 MONTHS
METHKPLMT,ABLE TO KEEP LIMITS OR USED MORE METH PAST 12 MOS
METHNDMOR,NEEDED MORE METH TO GET SAME EFFECT PAST 12 MOS
METHLSEFX,USING SAME AMT METH HAD LESS EFFECT PAST 12 MOS
METHCUTDN,WANT/TRY TO CUT DOWN/STOP USING METH PAST 12 MOS
METHCUTEV,ABLE TO CUT/STOP USING METH EVERY TIME PAST 12 MOS
METHCUT1X,CUT DOWN OR STOP USING METH AT LEAST 1X PST 12 MOS
METHFLBLU,"WHEN CUT DOWN ON METH, FELT BLUE PAST 12 MONTHS"
METHWD2SX,HAD 2+ METH WITHDRAWAL SYMPTOMS PAST 12 MOS
METHWDSMT,HAD 2+ METH WDRAW SYM AT SAME TIME PAST 12 MOS
METHEMOPB,METH CAUSE PROBS WITH EMOT/NERVES PAST 12 MOS
METHEMCTD,CONTD TO USE METH DESPITE EMOT PROBS
METHPHLPB,ANY PHYS PROBS CAUSED/WORSND BY METH PAST 12 MOS
METHPHCTD,CONTD TO USE METH DESPITE PHYS PROBS
METHLSACT,LESS ACTIVITIES B/C OF METH USE PAST 12 MOS
METHSERPB,METH CAUSE SERS PROBS AT HOME/WORK/SCH PST 12 MOS
METHPDANG,USING METH AND DO DANGEROUS ACTIVITIES PST 12 MOS
METHLAWTR,USING METH CAUSE PROBS WITH LAW PAST 12 MOS
METHFMFPB,USING METH CAUSE PROBS W/FAMILY/FRIENDS PST 12 MOS
METHFMCTD,CONTD TO USE METH DESPITE PROBS W/FAMILY/FRIENDS
PNRLLOTTM,SPENT MON/MORE GETTNG/USNG PN RLVR PST 12 MOS
PNRLGTOVR,MON+ SPNT GETTING OVER PN RLVR EFFECTS PST 12 MOS
PNRLLIMIT,SET LIMITS ON PAIN RELIEVER USE PAST 12 MONTHS
PNRLKPLMT,ABLE TO KEEP LIMT/USE MORE PN RLVR PST 12 MOS
PNRLNDMOR,NEEDED MORE PN RLVR TO GET SME EFFECT PST 12 MOS
PNRLLSEFX,USING SME AMT PN RLVR HAD LESS EFFECT PST 12 MOS
PNRLCUTDN,WANT/TRY CUT DOWN/STOP USNG PN RLVR PST 12 MOS
PNRLCUTEV,ABLE TO CUT/STOP USNG PN RLVR EVRY TIME PST 12 MO
PNRLCUT1X,CUT DOWN/STOP USNG PN RLVR AT LEAST 1X PST 12 MOS
PNRLWD3SX,HAD 3+ PN RLVR WITHDRAWAL SYMPTOMS PST 12 MOS
PNRLWDSMT,HAD 3+ PN RLVR WDRAW SYM SAME TIME PST 12 MOS
PNRLEMOPB,PN RLVR CAUSE PRBS W/EMOT/NERVES PST 12 MOS
PNRLEMCTD,CONTD TO USE PN RLVR DESPITE EMOT PRBS
PNRLPHLPB,ANY PHYS PRBS CAUSD/WORSND BY PN RLVR PST 12 MOS
PNRLPHCTD,CONTD TO USE PN RLVR DESPITE PHYS PRBS
PNRLLSACT,LESS ACTIVITIES B/C OF PN RLVR USE PAST 12 MOS
PNRLSERPB,PN RLVR CAUSE SER PRB AT HOM/WRK/SCH PST 12 MOS
PNRLPDANG,USING PN RLVR & DO DANGEROUS ACTIVS PST 12 MOS
PNRLLAWTR,USING PN RLVR CAUSE PRBS WITH LAW PAST 12 MOS
PNRLFMFPB,USING PN RLVR CAUSE PRBS W/FAM/FRNDS PST 12 MOS
PNRLFMCTD,CONTD TO USE PN RLVR DESPITE PRBS W/FAM/FRNDS
TRQLLOTTM,SPENT MONTH/MORE GETTING/USING TRN PAST 12 MOS
TRQLGTOVR,MONTH+ SPENT GETTING OVER TRN EFFECTS PST 12 MOS
TRQLLIMIT,SET LIMITS ON TRANQUILIZER USE PAST 12 MONTHS
TRQLKPLMT,ABLE TO KEEP LIMITS OR USE MORE TRN PAST 12 MOS
TRQLNDMOR,NEEDED MORE TRN TO GET SAME EFFECT PST 12 MOS
TRQLLSEFT,USING SAME AMT TRN HAD LESS EFFECT PAST 12 MOS
TRQLCUTDN,WANT/TRY TO CUT DOWN/STOP USING TRN PAST 12 MOS
TRQLCUTEV,ABLE TO CUT/STOP USING TRN EVERY TIME PAST 12 MOS
TRQLEMOPB,TRN CAUSE PRBS WITH EMOT/NERVES PAST 12 MOS
TRQLEMCTD,CONTD TO USE TRN DESPITE EMOT PRBS
TRQLPHLPB,ANY PHYS PRBS CAUSED/WORSND BY TRN PST 12 MOS
TRQLPHCTD,CONTD TO USE TRN DESPITE PHYS PRBS
TRQLLSACT,LESS ACTIVITIES B/C OF TRN USE PAST 12 MOS
TRQLSERPB,TRN CAUSE SERS PRBS AT HOME/WORK/SCH PST 12 MOS
TRQLPDANG,USING TRN AND DO DANGEROUS ACTIVITIES PST 12 MOS
TRQLLAWTR,USING TRN CAUSE PRBS WITH LAW PAST 12 MOS
TRQLFMFPB,USING TRN CAUSE PRBS W/FAMILY/FRIENDS PST 12 MOS
TRQLFMCTD,CONTD TO USE TRN DESPITE PRBS W/ FAM/FRNDS
STIMLOTTM,SPENT MONTH/MORE GETTING/USING STM PAST 12 MOS
STIMGTOVR,MONTH+ SPENT GETTING OVER STM EFFECTS PST 12 MOS
STIMLIMIT,SET LIMITS ON STIMULANT USE PAST 12 MONTHS
STIMKPLMT,ABLE TO KEEP LIMITS OR USE MORE STM PAST 12 MOS
STIMNDMOR,NEEDED MORE STM TO GET SAME EFFECT PST 12 MOS
STIMLSEFX,USING SAME AMT STM HAD LESS EFFECT PAST 12 MOS
STIMCUTDN,WANT/TRY TO CUT DOWN/STOP USING STM PAST 12 MOS
STIMCUTEV,ABLE TO CUT/STOP USING STM EVERY TIME PAST 12 MOS
STIMCUT1X,CUT DOWN OR STOP USING STM AT LEAST 1X PST 12 MOS
STIMFLBLU,"WHEN CUT DOWN ON STM, FELT BLUE PAST 12 MONTHS"
STIMWD2SX,HAD 2+ STM WITHDRAWAL SYMPTOMS PST 12 MOS
STIMWDSMT,HAD 2+ STM WDRAW SYM AT SAME TIME PAST 12 MOS
STIMEMOPB,STM CAUSE PRBS WITH EMOT/NERVES PAST 12 MOS
STIMEMCTD,CONTD TO USE STM DESPITE EMOT PRBS
STIMPHLPB,ANY PHYS PRBS CAUSED/WORSND BY STM PST 12 MOS
STIMPHCTD,CONTD TO USE STM DESPITE PHYS PRBS
STIMLSACT,LESS ACTIVITIES B/C OF STM USE PAST 12 MOS
STIMSERPB,STM CAUSE SERS PRBS AT HOME/WORK/SCH PST 12 MOS
STIMPDANG,USING STM AND DO DANGEROUS ACTIVITIES PST 12 MOS
STIMLAWTR,USING STM CAUSE PRBS WITH LAW PAST 12 MOS
STIMFMFPB,USING STM CAUSE PRBS W/FAMILY/FRIENDS PST 12 MOS
STIMFMCTD,CONTD TO USE STM DESPITE PRBS W/ FAM/FRNDS
SEDVLOTTM,SPENT MONTH/MORE GETTING/USING SED PAST 12 MOS
SEDVGTOVR,MONTH+ SPENT GETTING OVER SED EFFECTS PST 12 MOS
SEDVLIMIT,SET LIMITS ON SEDATIVE USE PAST 12 MONTHS
SEDVKPLMT,ABLE TO KEEP LIMITS OR USE MORE SED PAST 12 MOS
SEDVNDMOR,NEEDED MORE SED TO GET SAME EFFECT PST 12 MOS
SEDVLSEFX,USING SAME AMT SED HAD LESS EFFECT PAST 12 MOS
SEDVCUTDN,WANT/TRY TO CUT DOWN/STOP USING SED PAST 12 MOS
SEDVCUTEV,ABLE TO CUT/STOP USING SED EVERY TIME PAST 12 MOS
SEDVCUT1X,CUT DOWN OR STOP USING SED AT LEAST 1X PST 12 MOS
SEDVWD1SX,HAD 2+ SED WITHDRAWAL SYMPTOM PST 12 MOS
SEDVWDSMT,HAD 2+ SED WDRAW SYM AT SAME TIME PAST 12 MOS
SEDVEMOPB,SED CAUSE PRBS WITH EMOT/NERVES PAST 12 MOS
SEDVEMCTD,CONTD TO USE SED DESPITE EMOT PRBS
SEDVPHLPB,ANY PHYS PRBS CAUSED/WORSND BY SED PST 12 MOS
SEDVPHCTD,CONTD TO USE SED DESPITE PHYS PRBS
SEDVLSACT,LESS ACTIVITIES B/C OF SED USE PAST 12 MOS
SEDVSERPB,SED CAUSE SERS PRBS AT HOME/WORK/SCH PST 12 MOS
SEDVPDANG,USING SED AND DO DANGEROUS ACTIVITIES PST 12 MOS
SEDVLAWTR,USING SED CAUSE PRBS WITH LAW PAST 12 MOS
SEDVFMFPB,USING SED CAUSE PRBS W/FAMILY/FRIENDS PST 12 MOS
SEDVFMCTD,CONTD TO USE SED DESPITE PRBS W/ FAM/FRNDS
DEPENDHAL,RC-HALLUCINOGEN DEPENDENCE IN THE PAST YEAR
DEPENDINH,RC-INHALANT DEPENDENCE IN THE PAST YEAR
DEPENDMTH,RC-METHAMPHETAMINE DEPENDENCE IN THE PAST YEAR
DEPENDPNR,RC-PRESCRIPTION PAIN RELIEVER DEPENDENCE IN THE PAST YEAR
DEPENDTRQ,RC-PRESCRIPTION TRANQUILIZER DEPENDENCE IN THE PAST YEAR
DEPENDSTM,RC-PRESCRIPTION STIMULANT DEPENDENCE IN THE PAST YEAR
DEPENDSED,RC-PRESCRIPTION SEDATIVE DEPENDENCE IN THE PAST YEAR
ABUPOSHAL,RC-HALLUCINOGEN ABUSE IN THE PAST YEAR
ABUPOSINH,RC-INHALANT ABUSE IN THE PAST YEAR
ABUPOSMTH,RC-METHAMPHETAMINE ABUSE IN THE PAST YEAR
ABUPOSPNR,RC-PRESCRIPTION PAIN RELIEVER ABUSE IN THE PAST YEAR
ABUPOSTRQ,RC-PRESCRIPTION TRANQUILIZER ABUSE IN THE PAST YEAR
ABUPOSSTM,RC-PRESCRIPTION STIMULANT ABUSE IN THE PAST YEAR
ABUPOSSED,RC-PRESCRIPTION SEDATIVE ABUSE IN THE PAST YEAR
IRDEPENDHAL,HALLUCINOGEN DEPENDENCE IN THE PAST YEAR - IMP REV
IIDEPENDHAL,HALLUCINOGEN DEPENDENCE IN THE PAST YEAR - IMP IND
IRDEPENDINH,INHALANT DEPENDENCE IN THE PAST YEAR - IMPUTATION REVISED
